CustomerID,cluster,segment,recency,frequency,monetary,avg_basket_value,product_variety,country
13890,1,Champion,2.0,10,1883.81,188.38,74,United Kingdom
13892,3,Champion,27.0,4,632.97,158.24,26,United Kingdom
13893,0,At-Risk Customer,298.0,1,821.1,821.1,21,United Kingdom
13894,1,Champion,24.0,3,564.62,188.21,25,United Kingdom
13895,3,Champion,29.0,4,2593.07,648.27,97,United Kingdom
13897,3,New / One-Time,51.0,1,311.16,311.16,17,United Kingdom
13898,0,New / One-Time,326.0,1,155.93,155.93,12,United Kingdom
13899,1,New / One-Time,17.0,2,388.52,194.26,19,United Kingdom
13900,0,At-Risk Customer,184.0,3,740.95,246.98,42,United Kingdom
13901,1,Regular Customer,73.0,5,2867.2,573.44,144,United Kingdom
13904,1,New / One-Time,38.0,2,332.64,166.32,24,United Kingdom
13908,1,Regular Customer,80.0,4,2369.55,592.39,104,United Kingdom
13911,1,Loyal Customer,58.0,9,2580.91,286.77,120,United Kingdom
13914,3,Champion,12.0,2,626.45,313.23,28,United Kingdom
13917,3,New / One-Time,50.0,2,272.04,136.02,16,United Kingdom
13918,3,New / One-Time,50.0,2,1212.84,606.42,30,United Kingdom
13919,3,New / One-Time,60.0,2,384.81,192.41,24,Denmark
13922,0,New / One-Time,352.0,1,172.25,172.25,7,United Kingdom
13923,3,New / One-Time,54.0,1,351.13,351.13,20,United Kingdom
13924,3,Champion,2.0,6,1838.85,306.47,90,United Kingdom
13925,3,Regular Customer,93.0,4,678.25,169.56,28,United Kingdom
13926,3,New / One-Time,24.0,1,223.85,223.85,11,United Kingdom
13927,3,New / One-Time,75.0,1,348.99,348.99,21,United Kingdom
13928,3,Regular Customer,11.0,4,464.57,116.14,23,United Kingdom
13929,3,At-Risk Customer,170.0,2,842.65,421.33,8,United Kingdom
13930,3,New / One-Time,58.0,2,337.34,168.67,15,United Kingdom
13931,3,New / One-Time,96.0,2,1237.53,618.76,56,United Kingdom
13932,0,At-Risk Customer,295.0,1,307.4,307.4,16,United Kingdom
13933,3,New / One-Time,110.0,2,608.79,304.4,23,United Kingdom
13934,0,At-Risk Customer,264.0,1,922.1,922.1,31,United Kingdom
13936,0,At-Risk Customer,180.0,1,376.58,376.58,26,United Kingdom
13937,0,New / One-Time,170.0,1,158.85,158.85,9,United Kingdom
13938,3,New / One-Time,36.0,1,71.66,71.66,7,United Kingdom
13939,1,Champion,24.0,3,568.55,189.52,43,United Kingdom
13940,3,Champion,18.0,4,839.14,209.79,39,United Kingdom
13941,1,Champion,22.0,5,5112.96,1022.59,24,United Kingdom
13946,3,Regular Customer,80.0,3,561.57,187.19,11,United Kingdom
13947,3,New / One-Time,66.0,1,90.6,90.6,5,United Kingdom
13948,0,New / One-Time,361.0,1,102.0,102.0,3,United Kingdom
13949,3,Champion,3.0,6,2427.32,404.55,124,United Kingdom
13950,1,Champion,12.0,4,745.06,186.27,33,United Kingdom
13951,0,At-Risk Customer,177.0,3,674.45,224.82,38,United Kingdom
13952,0,At-Risk Customer,218.0,2,3251.07,1625.54,120,United Kingdom
13953,1,Champion,8.0,7,3515.68,502.24,8,United Kingdom
13954,3,New / One-Time,2.0,2,439.92,219.96,24,United Kingdom
13955,3,At-Risk Customer,155.0,2,322.96,161.48,33,United Kingdom
13956,1,Champion,6.0,5,1019.27,203.85,123,United Kingdom
13959,1,Regular Customer,80.0,3,594.04,198.01,79,United Kingdom
13960,3,New / One-Time,22.0,2,230.22,115.11,11,United Kingdom
13962,3,New / One-Time,22.0,2,169.55,84.78,11,United Kingdom
13963,0,At-Risk Customer,309.0,4,664.54,166.14,35,United Kingdom
13967,0,New / One-Time,146.0,1,80.7,80.7,2,United Kingdom
13969,1,Champion,8.0,18,9024.17,501.34,334,United Kingdom
13971,1,Champion,19.0,8,2758.26,344.78,118,United Kingdom
13972,3,New / One-Time,71.0,2,190.25,95.13,15,United Kingdom
13973,0,At-Risk Customer,288.0,1,264.7,264.7,11,United Kingdom
13974,3,New / One-Time,50.0,1,413.59,413.59,28,United Kingdom
13975,1,Regular Customer,32.0,6,2461.24,410.21,240,United Kingdom
13976,0,At-Risk Customer,207.0,1,357.98,357.98,10,United Kingdom
13978,3,New / One-Time,15.0,2,196.79,98.4,14,United Kingdom
13979,3,New / One-Time,74.0,1,869.87,869.87,54,United Kingdom
13980,3,New / One-Time,61.0,1,200.14,200.14,11,United Kingdom
13982,1,Regular Customer,40.0,4,1871.81,467.95,72,United Kingdom
13983,1,Loyal Customer,30.0,12,2603.43,216.95,91,United Kingdom
13984,1,Champion,27.0,5,920.51,184.1,14,United Kingdom
13985,1,Champion,5.0,15,7060.13,470.68,108,United Kingdom
13986,3,New / One-Time,18.0,1,320.46,320.46,12,United Kingdom
13988,1,Champion,20.0,6,4147.96,691.33,188,United Kingdom
13989,3,New / One-Time,66.0,2,1266.08,633.04,33,United Kingdom
13990,0,At-Risk Customer,214.0,1,311.3,311.3,16,United Kingdom
13991,3,Champion,13.0,6,852.88,142.15,58,United Kingdom
13992,3,New / One-Time,31.0,1,76.8,76.8,5,United Kingdom
13993,1,Loyal Customer,43.0,9,3466.36,385.15,66,United Kingdom
13994,1,Champion,4.0,6,2274.14,379.02,122,United Kingdom
13995,1,Champion,16.0,5,1393.69,278.74,55,United Kingdom
13999,1,Champion,11.0,12,3901.81,325.15,102,United Kingdom
14000,0,At-Risk Customer,212.0,1,635.66,635.66,15,United Kingdom
14001,1,Regular Customer,46.0,3,2043.08,681.03,34,United Kingdom
14002,3,At-Risk Customer,135.0,2,529.73,264.87,47,United Kingdom
14004,1,Regular Customer,44.0,7,4582.64,654.66,102,United Kingdom
14005,1,Champion,10.0,5,2874.72,574.94,53,United Kingdom
14006,3,Regular Customer,116.0,3,962.19,320.73,22,United Kingdom
14009,0,At-Risk Customer,199.0,2,695.61,347.81,42,United Kingdom
14012,0,At-Risk Customer,278.0,1,328.8,328.8,11,United Kingdom
14013,3,Regular Customer,111.0,3,473.02,157.67,30,United Kingdom
14014,3,New / One-Time,78.0,1,505.18,505.18,39,United Kingdom
14015,3,New / One-Time,53.0,1,917.34,917.34,20,United Kingdom
14016,1,At-Risk Customer,162.0,4,4341.21,1085.3,154,EIRE
14019,3,Regular Customer,47.0,3,1421.61,473.87,37,United Kingdom
14020,3,Champion,17.0,2,642.8,321.4,37,United Kingdom
14021,3,At-Risk Customer,156.0,3,631.9,210.63,22,United Kingdom
14022,0,At-Risk Customer,226.0,1,440.0,440.0,28,United Kingdom
14023,1,Champion,8.0,2,584.07,292.04,30,United Kingdom
14024,3,At-Risk Customer,122.0,2,327.7,163.85,16,United Kingdom
14027,3,New / One-Time,61.0,1,104.82,104.82,6,United Kingdom
14029,3,New / One-Time,64.0,2,467.66,233.83,15,United Kingdom
14030,1,Champion,19.0,8,2358.84,294.85,210,United Kingdom
14031,1,Champion,8.0,19,17286.86,909.83,119,United Kingdom
14032,1,Champion,3.0,11,2975.59,270.51,53,United Kingdom
14034,3,Champion,23.0,3,648.89,216.3,82,United Kingdom
14035,1,Champion,29.0,5,1428.02,285.6,41,United Kingdom
14036,0,At-Risk Customer,285.0,1,626.65,626.65,38,United Kingdom
14037,0,New / One-Time,177.0,2,147.2,73.6,27,United Kingdom
14038,3,Regular Customer,79.0,3,1560.38,520.13,64,United Kingdom
14039,3,New / One-Time,34.0,1,152.2,152.2,6,United Kingdom
14040,1,Loyal Customer,41.0,12,3560.32,296.69,146,United Kingdom
14041,0,New / One-Time,267.0,1,141.41,141.41,21,United Kingdom
14044,1,Champion,27.0,4,646.42,161.61,165,United Kingdom
14045,1,Regular Customer,110.0,4,1659.75,414.94,4,United Kingdom
14046,0,New / One-Time,285.0,1,154.99,154.99,14,United Kingdom
14047,1,Champion,9.0,5,1308.61,261.72,22,United Kingdom
14048,0,At-Risk Customer,306.0,1,409.93,409.93,83,United Kingdom
14049,1,Champion,17.0,4,5578.72,1394.68,348,United Kingdom
14050,3,New / One-Time,32.0,2,746.36,373.18,49,United Kingdom
14051,1,Champion,1.0,23,15610.39,678.71,52,United Kingdom
14052,3,New / One-Time,20.0,1,225.36,225.36,56,United Kingdom
14053,3,At-Risk Customer,125.0,2,260.25,130.13,2,United Kingdom
14054,3,New / One-Time,66.0,1,92.46,92.46,6,United Kingdom
14055,3,New / One-Time,107.0,1,725.64,725.64,10,United Kingdom
14056,1,Champion,2.0,23,8152.71,354.47,320,United Kingdom
14057,1,Champion,24.0,17,6211.66,365.39,179,United Kingdom
14059,0,New / One-Time,267.0,1,183.6,183.6,8,United Kingdom
14060,1,Champion,5.0,19,6140.42,323.18,86,United Kingdom
14062,1,Champion,10.0,12,10464.85,872.07,60,United Kingdom
14064,1,Regular Customer,30.0,5,1334.34,266.87,59,United Kingdom
14066,0,New / One-Time,267.0,1,152.55,152.55,7,United Kingdom
14067,3,New / One-Time,64.0,2,374.7,187.35,51,United Kingdom
14068,0,At-Risk Customer,321.0,1,265.85,265.85,22,United Kingdom
14071,1,Champion,4.0,8,1437.57,179.7,271,United Kingdom
14073,3,New / One-Time,33.0,1,151.04,151.04,13,United Kingdom
14075,1,Champion,5.0,3,942.26,314.09,33,United Kingdom
14076,3,New / One-Time,130.0,1,118.67,118.67,43,United Kingdom
14077,1,Regular Customer,41.0,5,499.42,99.88,33,United Kingdom
14078,1,Regular Customer,102.0,6,1049.37,174.89,46,United Kingdom
14079,3,At-Risk Customer,125.0,1,375.1,375.1,12,United Kingdom
14080,3,New / One-Time,33.0,1,45.6,45.6,4,United Kingdom
14081,0,At-Risk Customer,303.0,2,921.62,460.81,126,United Kingdom
14082,0,New / One-Time,365.0,1,182.25,182.25,28,United Kingdom
14083,1,Champion,5.0,9,1002.9,111.43,162,United Kingdom
14085,1,Champion,3.0,18,4421.29,245.63,272,United Kingdom
14087,3,New / One-Time,3.0,1,191.47,191.47,61,United Kingdom
14088,1,Champion,11.0,13,50491.81,3883.99,379,United Kingdom
14089,3,New / One-Time,57.0,1,158.75,158.75,13,United Kingdom
14090,0,New / One-Time,325.0,1,76.32,76.32,1,United Kingdom
14092,1,Champion,8.0,14,4076.91,291.21,117,United Kingdom
14093,3,New / One-Time,13.0,1,433.86,433.86,95,United Kingdom
14096,2,Champion,5.0,17,65164.79,3833.22,1119,United Kingdom
14098,3,New / One-Time,37.0,1,147.35,147.35,21,United Kingdom
14099,1,Champion,17.0,11,3104.17,282.2,167,United Kingdom
14100,3,New / One-Time,138.0,1,191.95,191.95,24,United Kingdom
14101,1,Regular Customer,74.0,6,5112.79,852.13,14,United Kingdom
14102,3,Champion,6.0,5,1105.88,221.18,35,United Kingdom
14104,0,At-Risk Customer,155.0,2,216.21,108.1,21,United Kingdom
14105,0,At-Risk Customer,240.0,1,1266.23,1266.23,74,United Kingdom
14107,1,Regular Customer,52.0,7,2703.23,386.18,61,United Kingdom
14108,3,New / One-Time,31.0,2,597.91,298.96,33,United Kingdom
14109,3,New / One-Time,73.0,1,144.2,144.2,9,United Kingdom
14110,1,Champion,4.0,12,5683.15,473.6,94,United Kingdom
14111,3,Champion,15.0,4,692.85,173.21,10,United Kingdom
14112,1,Champion,23.0,7,2915.15,416.45,117,United Kingdom
14113,1,Champion,4.0,4,1840.42,460.11,26,United Kingdom
14114,0,At-Risk Customer,274.0,2,386.53,193.27,15,United Kingdom
14116,3,Champion,20.0,5,1382.74,276.55,61,United Kingdom
14117,3,New / One-Time,144.0,1,90.0,90.0,3,United Kingdom
14121,3,Champion,4.0,4,2780.15,695.04,148,United Kingdom
14124,3,New / One-Time,85.0,1,419.58,419.58,4,United Kingdom
14125,3,Champion,11.0,3,2720.63,906.88,159,United Kingdom
14126,3,Champion,8.0,3,706.13,235.38,14,United Kingdom
14127,3,At-Risk Customer,123.0,3,709.71,236.57,39,United Kingdom
14128,3,New / One-Time,61.0,2,637.5,318.75,40,United Kingdom
14129,1,Champion,2.0,5,1123.86,224.77,31,United Kingdom
14130,0,At-Risk Customer,320.0,1,480.91,480.91,66,United Kingdom
14132,1,Champion,3.0,11,3586.03,326.0,100,United Kingdom
14133,3,At-Risk Customer,130.0,3,605.64,201.88,25,United Kingdom
14135,1,Champion,2.0,15,4690.31,312.69,95,United Kingdom
14138,3,Champion,2.0,2,965.88,482.94,40,United Kingdom
14139,3,New / One-Time,47.0,1,415.82,415.82,26,United Kingdom
14140,3,Champion,4.0,2,935.05,467.53,60,United Kingdom
14141,3,Champion,3.0,4,915.13,228.78,27,United Kingdom
14142,0,At-Risk Customer,374.0,1,311.81,311.81,22,United Kingdom
14143,3,New / One-Time,134.0,1,115.8,115.8,7,United Kingdom
14145,3,Regular Customer,47.0,4,3742.2,935.55,6,United Kingdom
14146,1,Champion,9.0,5,4191.0,838.2,183,United Kingdom
14147,3,New / One-Time,79.0,2,483.4,241.7,4,United Kingdom
14148,0,New / One-Time,234.0,1,157.2,157.2,3,United Kingdom
14149,0,At-Risk Customer,221.0,1,446.62,446.62,28,United Kingdom
14150,1,New / One-Time,36.0,2,658.64,329.32,23,United Kingdom
14152,3,New / One-Time,76.0,2,621.29,310.65,47,United Kingdom
14154,0,At-Risk Customer,240.0,2,1345.62,672.81,52,United Kingdom
14155,0,New / One-Time,267.0,1,118.75,118.75,6,United Kingdom
14156,2,Champion,10.0,55,116979.68,2126.9,713,EIRE
14157,1,New / One-Time,20.0,2,424.89,212.45,45,United Kingdom
14158,3,New / One-Time,41.0,1,507.66,507.66,41,United Kingdom
14159,1,Champion,20.0,11,4630.35,420.94,501,United Kingdom
14161,0,At-Risk Customer,216.0,3,1097.62,365.87,87,United Kingdom
14162,0,At-Risk Customer,174.0,2,289.36,144.68,25,United Kingdom
14163,3,Regular Customer,88.0,4,2445.91,611.48,36,United Kingdom
14164,3,New / One-Time,71.0,2,1631.77,815.88,28,United Kingdom
14165,0,New / One-Time,276.0,1,120.44,120.44,23,United Kingdom
14167,1,Regular Customer,40.0,4,562.59,140.65,27,United Kingdom
14171,3,New / One-Time,99.0,1,363.79,363.79,57,United Kingdom
14173,3,Regular Customer,11.0,4,450.84,112.71,28,United Kingdom
14174,3,New / One-Time,34.0,1,134.46,134.46,26,United Kingdom
14175,1,Regular Customer,60.0,3,3222.3,1074.1,139,United Kingdom
14176,0,At-Risk Customer,298.0,4,576.9,144.23,28,United Kingdom
14177,3,Regular Customer,87.0,4,549.46,137.37,37,United Kingdom
14178,1,Champion,9.0,7,1600.26,228.61,191,United Kingdom
14179,3,New / One-Time,41.0,2,701.57,350.79,135,United Kingdom
14180,1,Champion,11.0,25,4748.52,189.94,112,United Kingdom
14184,3,New / One-Time,67.0,1,452.89,452.89,24,United Kingdom
14185,0,New / One-Time,332.0,1,197.65,197.65,3,United Kingdom
14188,1,Regular Customer,31.0,6,2054.36,342.39,34,United Kingdom
14189,1,Champion,3.0,15,4654.08,310.27,176,United Kingdom
14191,1,Champion,2.0,13,4684.76,360.37,145,United Kingdom
14193,3,New / One-Time,68.0,2,853.39,426.7,35,United Kingdom
14194,1,Champion,5.0,21,11349.52,540.45,269,United Kingdom
14195,0,At-Risk Customer,202.0,2,1012.0,506.0,7,United Kingdom
14196,3,New / One-Time,107.0,1,335.52,335.52,6,United Kingdom
14198,3,Champion,19.0,4,701.4,175.35,35,United Kingdom
14199,0,New / One-Time,219.0,1,185.4,185.4,2,United Kingdom
14201,1,Regular Customer,61.0,7,747.44,106.78,32,United Kingdom
14204,3,New / One-Time,3.0,1,150.61,150.61,36,United Kingdom
14205,1,New / One-Time,17.0,2,466.7,233.35,23,United Kingdom
14206,0,At-Risk Customer,240.0,1,328.16,328.16,20,United Kingdom
14208,3,New / One-Time,95.0,1,151.74,151.74,10,United Kingdom
14209,1,Champion,11.0,6,2073.43,345.57,55,United Kingdom
14210,1,Regular Customer,106.0,6,1905.84,317.64,66,United Kingdom
14211,1,Loyal Customer,54.0,9,2241.1,249.01,87,United Kingdom
14212,3,New / One-Time,90.0,1,1070.48,1070.48,9,United Kingdom
14214,1,Regular Customer,31.0,5,1004.38,200.88,64,United Kingdom
14215,1,Champion,12.0,6,1789.72,298.29,98,United Kingdom
14216,3,Champion,4.0,4,1839.3,459.83,47,United Kingdom
14217,1,Champion,2.0,17,2004.98,117.94,78,United Kingdom
14218,3,New / One-Time,43.0,1,169.48,169.48,12,United Kingdom
14219,3,New / One-Time,5.0,1,89.94,89.94,7,United Kingdom
14220,0,At-Risk Customer,248.0,2,632.4,316.2,21,United Kingdom
14221,1,Loyal Customer,43.0,9,3432.8,381.42,123,United Kingdom
14222,0,At-Risk Customer,178.0,1,683.17,683.17,41,United Kingdom
14223,3,Regular Customer,93.0,3,991.13,330.38,50,United Kingdom
14224,1,Regular Customer,111.0,4,1009.73,252.43,105,United Kingdom
14226,1,Champion,29.0,5,2214.79,442.96,64,United Kingdom
14227,1,Champion,27.0,10,3350.96,335.1,117,United Kingdom
14229,1,Regular Customer,52.0,3,1547.2,515.73,29,United Kingdom
14231,0,At-Risk Customer,184.0,3,925.71,308.57,47,United Kingdom
14232,1,Regular Customer,43.0,5,2048.07,409.61,81,United Kingdom
14233,1,Regular Customer,50.0,4,1462.72,365.68,30,United Kingdom
14234,3,Champion,23.0,4,754.12,188.53,122,United Kingdom
14235,1,Regular Customer,76.0,5,3144.86,628.97,65,United Kingdom
14236,1,New / One-Time,81.0,2,490.86,245.43,15,United Kingdom
14237,0,New / One-Time,374.0,1,161.0,161.0,9,United Kingdom
14238,0,New / One-Time,327.0,1,146.85,146.85,8,United Kingdom
14239,1,Loyal Customer,44.0,11,2380.85,216.44,83,United Kingdom
14240,3,New / One-Time,31.0,2,890.34,445.17,37,United Kingdom
14241,0,At-Risk Customer,184.0,1,213.7,213.7,10,United Kingdom
14242,0,At-Risk Customer,235.0,2,280.55,140.28,13,United Kingdom
14243,1,Champion,9.0,10,2588.77,258.88,99,United Kingdom
14245,0,At-Risk Customer,220.0,2,1693.45,846.73,107,United Kingdom
14246,3,Regular Customer,111.0,3,1474.06,491.35,57,United Kingdom
14247,0,New / One-Time,279.0,1,136.77,136.77,19,United Kingdom
14248,0,At-Risk Customer,319.0,1,302.58,302.58,8,United Kingdom
14250,3,Champion,8.0,3,1904.05,634.68,94,United Kingdom
14251,3,Champion,2.0,5,2879.7,575.94,37,United Kingdom
14256,0,At-Risk Customer,261.0,2,969.06,484.53,51,United Kingdom
14257,1,Regular Customer,65.0,5,3099.72,619.94,88,United Kingdom
14258,1,Champion,10.0,9,12165.98,1351.78,58,United Kingdom
14259,3,New / One-Time,142.0,1,120.0,120.0,5,United Kingdom
14261,3,New / One-Time,51.0,2,1163.45,581.73,52,United Kingdom
14262,1,Champion,9.0,8,2618.23,327.28,87,United Kingdom
14264,3,At-Risk Customer,155.0,2,333.97,166.99,15,United Kingdom
14265,3,New / One-Time,110.0,2,530.18,265.09,31,Unspecified
14267,3,At-Risk Customer,163.0,3,1516.24,505.41,25,United Kingdom
14270,0,At-Risk Customer,332.0,1,492.65,492.65,29,United Kingdom
14271,0,New / One-Time,226.0,1,112.32,112.32,10,United Kingdom
14272,3,New / One-Time,74.0,2,437.96,218.98,33,United Kingdom
14273,3,Regular Customer,52.0,4,559.97,139.99,22,United Kingdom
14276,3,Regular Customer,99.0,3,1119.74,373.25,52,United Kingdom
14277,1,Champion,16.0,3,4188.0,1396.0,195,France
14280,0,New / One-Time,197.0,1,134.04,134.04,8,United Kingdom
14282,1,Champion,4.0,15,3701.44,246.76,70,United Kingdom
14284,3,New / One-Time,31.0,2,595.25,297.63,24,United Kingdom
14285,3,Champion,22.0,4,1910.01,477.5,18,United Kingdom
14286,1,Champion,24.0,3,4628.75,1542.92,220,United Kingdom
14287,3,Regular Customer,9.0,3,176.63,58.88,9,United Kingdom
14288,0,At-Risk Customer,214.0,1,426.6,426.6,16,United Kingdom
14289,1,Champion,9.0,6,911.26,151.88,33,United Kingdom
14290,1,Champion,12.0,5,2314.65,462.93,89,United Kingdom
14291,1,Champion,2.0,11,3883.25,353.02,145,United Kingdom
14292,1,Champion,8.0,9,4871.93,541.33,64,United Kingdom
14293,1,Champion,4.0,4,1046.56,261.64,51,United Kingdom
14295,3,New / One-Time,41.0,1,166.2,166.2,5,United Kingdom
14297,1,Champion,18.0,4,1305.33,326.33,48,United Kingdom
14298,2,Champion,9.0,44,51527.3,1171.07,884,United Kingdom
14299,1,Champion,9.0,9,3965.62,440.62,94,United Kingdom
14300,3,New / One-Time,19.0,1,43.2,43.2,3,United Kingdom
14301,3,New / One-Time,118.0,1,640.14,640.14,13,United Kingdom
14304,0,At-Risk Customer,223.0,1,383.45,383.45,17,United Kingdom
14305,3,Regular Customer,72.0,3,1858.96,619.65,96,United Kingdom
14306,3,New / One-Time,52.0,2,2093.32,1046.66,33,United Kingdom
14307,1,Regular Customer,89.0,6,2995.72,499.29,150,United Kingdom
14309,1,Champion,9.0,9,2352.53,261.39,74,United Kingdom
14311,0,At-Risk Customer,243.0,1,310.26,310.26,20,United Kingdom
14312,1,Regular Customer,47.0,6,1611.59,268.6,74,United Kingdom
14314,3,New / One-Time,107.0,1,120.0,120.0,8,United Kingdom
14315,1,Regular Customer,45.0,6,2481.13,413.52,64,United Kingdom
14317,3,New / One-Time,65.0,1,508.58,508.58,24,United Kingdom
14320,0,At-Risk Customer,207.0,2,477.79,238.9,29,United Kingdom
14321,1,Champion,11.0,5,1530.75,306.15,111,United Kingdom
14323,3,New / One-Time,115.0,2,605.06,302.53,32,United Kingdom
14326,0,New / One-Time,243.0,1,183.85,183.85,8,United Kingdom
14327,0,At-Risk Customer,164.0,1,311.65,311.65,12,United Kingdom
14329,1,Champion,18.0,7,4975.24,710.75,218,United Kingdom
14331,3,At-Risk Customer,125.0,2,462.66,231.33,27,United Kingdom
14332,3,Champion,23.0,3,840.21,280.07,22,United Kingdom
14333,3,New / One-Time,68.0,1,415.2,415.2,15,United Kingdom
14334,1,Champion,17.0,8,2552.21,319.03,98,United Kingdom
14335,3,New / One-Time,17.0,2,454.86,227.43,55,Germany
14336,1,Champion,17.0,4,1614.91,403.73,77,United Kingdom
14338,0,At-Risk Customer,162.0,2,588.22,294.11,30,United Kingdom
14339,0,At-Risk Customer,243.0,1,309.52,309.52,14,United Kingdom
14340,0,New / One-Time,219.0,1,134.7,134.7,6,United Kingdom
14341,1,Regular Customer,46.0,8,2166.98,270.87,109,United Kingdom
14342,3,Champion,22.0,4,668.56,167.14,18,United Kingdom
14344,1,At-Risk Customer,128.0,8,889.93,111.24,56,United Kingdom
14345,3,New / One-Time,39.0,1,108.98,108.98,6,United Kingdom
14346,3,At-Risk Customer,121.0,2,1021.58,510.79,55,United Kingdom
14348,0,At-Risk Customer,261.0,1,409.57,409.57,18,United Kingdom
14349,3,New / One-Time,11.0,1,133.5,133.5,31,United Kingdom
14350,0,At-Risk Customer,275.0,1,282.93,282.93,18,United Kingdom
14351,0,New / One-Time,165.0,1,51.0,51.0,1,United Kingdom
14352,3,At-Risk Customer,158.0,4,1078.96,269.74,44,United Kingdom
14353,0,New / One-Time,216.0,1,90.6,90.6,6,United Kingdom
14354,3,New / One-Time,6.0,2,163.62,81.81,9,United Kingdom
14355,0,New / One-Time,366.0,1,174.4,174.4,11,United Kingdom
14356,3,New / One-Time,80.0,2,701.23,350.62,33,United Kingdom
14357,3,New / One-Time,44.0,1,225.12,225.12,39,United Kingdom
14359,3,Champion,20.0,3,912.18,304.06,44,United Kingdom
14360,3,Regular Customer,32.0,4,2118.03,529.51,104,United Kingdom
14362,3,New / One-Time,23.0,1,151.5,151.5,37,United Kingdom
14364,3,Regular Customer,109.0,8,3717.35,464.67,61,United Kingdom
14367,1,Champion,9.0,16,9227.82,576.74,270,United Kingdom
14368,0,New / One-Time,320.0,1,155.0,155.0,8,United Kingdom
14371,0,New / One-Time,296.0,1,100.5,100.5,4,United Kingdom
14373,0,New / One-Time,359.0,1,76.55,76.55,4,United Kingdom
14375,0,At-Risk Customer,186.0,1,235.56,235.56,57,United Kingdom
14377,0,At-Risk Customer,192.0,2,617.05,308.53,11,United Kingdom
14379,1,New / One-Time,45.0,2,348.1,174.05,39,United Kingdom
14381,3,New / One-Time,53.0,1,202.68,202.68,56,United Kingdom
14382,3,Champion,27.0,1,615.49,615.49,121,United Kingdom
14383,3,Regular Customer,39.0,3,1247.69,415.9,49,United Kingdom
14385,3,Regular Customer,10.0,3,202.11,67.37,13,United Kingdom
14386,0,New / One-Time,297.0,1,142.4,142.4,7,United Kingdom
14387,3,Regular Customer,33.0,3,1727.6,575.87,125,United Kingdom
14388,1,Champion,11.0,8,3212.84,401.6,124,United Kingdom
14389,3,New / One-Time,66.0,2,1043.46,521.73,33,United Kingdom
14390,1,Champion,11.0,9,4642.57,515.84,135,United Kingdom
14393,0,New / One-Time,219.0,1,67.95,67.95,5,United Kingdom
14395,1,Champion,3.0,9,3479.91,386.66,181,United Kingdom
14396,1,New / One-Time,66.0,2,487.99,244.0,71,United Kingdom
14397,1,Champion,3.0,19,2612.96,137.52,18,United Kingdom
14400,3,At-Risk Customer,150.0,1,574.7,574.7,25,United Kingdom
14401,1,Champion,5.0,13,4051.48,311.65,113,United Kingdom
14403,3,At-Risk Customer,131.0,4,1475.81,368.95,17,United Kingdom
14404,1,Regular Customer,34.0,6,1449.32,241.55,70,United Kingdom
14406,3,New / One-Time,120.0,1,156.75,156.75,8,United Kingdom
14407,3,Regular Customer,108.0,6,2157.73,359.62,67,United Kingdom
14408,1,Champion,11.0,7,2599.03,371.29,60,United Kingdom
14409,1,Regular Customer,72.0,6,2059.45,343.24,40,United Kingdom
14410,1,Regular Customer,93.0,9,1100.27,122.25,153,United Kingdom
14411,0,At-Risk Customer,311.0,1,1063.0,1063.0,14,United Kingdom
14412,3,New / One-Time,43.0,2,770.03,385.02,43,United Kingdom
14413,0,New / One-Time,363.0,1,121.05,121.05,22,United Kingdom
14414,1,Regular Customer,92.0,7,1496.98,213.85,79,United Kingdom
14415,1,Champion,2.0,13,5855.57,450.43,283,United Kingdom
14416,3,New / One-Time,23.0,2,490.22,245.11,13,United Kingdom
14418,3,Champion,4.0,3,1937.25,645.75,114,United Kingdom
14419,1,Champion,11.0,6,1051.79,175.3,112,United Kingdom
14420,3,New / One-Time,100.0,1,387.52,387.52,29,United Kingdom
14421,3,New / One-Time,58.0,2,813.11,406.56,25,United Kingdom
14422,1,Champion,1.0,6,4263.64,710.61,189,United Kingdom
14423,0,At-Risk Customer,219.0,1,265.2,265.2,3,United Kingdom
14424,3,New / One-Time,18.0,1,322.08,322.08,1,United Kingdom
14426,1,Champion,24.0,10,4481.67,448.17,183,United Kingdom
14427,3,New / One-Time,51.0,2,363.34,181.67,16,United Kingdom
14428,1,Champion,8.0,5,1224.06,244.81,108,United Kingdom
14431,0,At-Risk Customer,303.0,1,470.36,470.36,17,United Kingdom
14432,1,Champion,10.0,6,2248.5,374.75,256,United Kingdom
14434,3,Champion,22.0,6,1372.8,228.8,3,United Kingdom
14436,3,New / One-Time,99.0,1,89.06,89.06,9,United Kingdom
14437,0,New / One-Time,366.0,1,63.0,63.0,5,United Kingdom
14438,0,New / One-Time,307.0,1,131.9,131.9,9,United Kingdom
14439,0,At-Risk Customer,320.0,1,2661.24,2661.24,32,Greece
14440,1,Champion,9.0,5,2357.68,471.54,33,United Kingdom
14441,1,Champion,1.0,4,1712.89,428.22,43,United Kingdom
14442,0,At-Risk Customer,205.0,2,1589.82,794.91,58,Channel Islands
14443,1,Regular Customer,54.0,4,1420.2,355.05,84,United Kingdom
14446,1,Champion,1.0,4,1010.35,252.59,233,United Kingdom
14447,1,Champion,19.0,5,1163.23,232.65,54,United Kingdom
14448,1,New / One-Time,10.0,2,375.35,187.68,20,United Kingdom
14449,1,Champion,19.0,4,885.8,221.45,201,United Kingdom
14450,0,At-Risk Customer,181.0,3,483.25,161.08,32,United Kingdom
